"uniprot" "kegg" "ko" "desc" "Iteration_query-def" "Iteration_query-len" "Hit_len" "Hsp_evalue" "Hsp_identity" "Hsp_gaps" "Hsp_align-len"
"B1L765" "kcr:Kcr_1548" "K00015" "glyoxylate reductase [EC:1.1.1.26]" "KXJ30110.1" "2270" "332" "6.41758e-64" "134" "5" "317"
"B6YWH0" "ton:TON_0945" "K00015" "glyoxylate reductase [EC:1.1.1.26]" "KXJ30110.1" "2270" "334" "8.37385e-63" "136" "9" "320"
"Q5JEZ2" "tko:TK0683" "K00015" "glyoxylate reductase [EC:1.1.1.26]" "KXJ30110.1" "2270" "333" "8.74274e-63" "139" "9" "320"
"Q8U3Y2" "pfu:PF0319" "K00015" "glyoxylate reductase [EC:1.1.1.26]" "KXJ30110.1" "2270" "336" "6.40448e-57" "133" "9" "320"
"Q9YAW4" "ape:APE_1831.1" "K00015" "glyoxylate reductase [EC:1.1.1.26]" "KXJ30110.1" "2270" "335" "2.28897e-56" "127" "8" "320"
"C5A1V0" "tga:TGAM_1867" "K00015" "glyoxylate reductase [EC:1.1.1.26]" "KXJ30110.1" "2270" "334" "2.44422e-55" "138" "9" "320"
"Q9DDN6" "gga:422405" "K04205" "neuropeptide Y receptor type 2" "KXJ30079.1" "1840" "385" "6.62127e-13" "40" "6" "124"
"O02836" "ssc:397291" "K04205" "neuropeptide Y receptor type 2" "KXJ30079.1" "1840" "382" "3.33145e-12" "40" "6" "124"
"P97295" "mmu:18167" "K04205" "neuropeptide Y receptor type 2" "KXJ30079.1" "1840" "381" "3.82215e-12" "40" "6" "124"
"P49146" "hsa:4887" "K04205" "neuropeptide Y receptor type 2" "KXJ30079.1" "1840" "381" "4.61475e-12" "39" "6" "124"
"P79113" "bta:281943" "K04205" "neuropeptide Y receptor type 2" "KXJ30079.1" "1840" "384" "4.61609e-12" "39" "6" "124"
"Q9GK74" "mcc:574149" "K04205" "neuropeptide Y receptor type 2" "KXJ30079.1" "1840" "381" "7.83347e-12" "39" "6" "124"
"P30974" "dme:Dmel_CG6515" "K04224" "tachykinin receptor 3" "KXJ30079.1" "1840" "504" "1.72122e-11" "39" "6" "144"
"P25931" "dme:Dmel_CG5811" "K14072" "RYamide receptor" "KXJ30079.1" "1840" "464" "1.4763e-10" "38" "5" "118"
"Q8IN35" "dme:Dmel_CG10823" "K08375" "neuropeptide FF receptor 2" "KXJ30079.1" "1840" "758" "2.19403e-10" "36" "5" "128"
"Q6AYB3" "rno:362394" "K12870" "pre-mRNA-splicing factor ISY1" "KXJ30131.1" "1883" "284" "7.56587e-97" "173" "26" "283"
"Q69ZQ2" "mmu:57905" "K12870" "pre-mRNA-splicing factor ISY1" "KXJ30131.1" "1883" "285" "2.26425e-96" "173" "27" "284"
"Q9ULR0" "hsa:100534599" "K12870" "pre-mRNA-splicing factor ISY1" "KXJ30131.1" "1883" "285" "2.26425e-96" "172" "27" "284"
"Q9ULR0" "hsa:57461" "K12870" "pre-mRNA-splicing factor ISY1" "KXJ30131.1" "1883" "285" "2.26425e-96" "172" "27" "284"
"Q54N41" "ddi:DDB_G0285521" "K12870" "pre-mRNA-splicing factor ISY1" "KXJ30131.1" "1883" "299" "1.81795e-54" "97" "20" "195"
"Q4PEZ0" "uma:UMAG_01323" "K12870" "pre-mRNA-splicing factor ISY1" "KXJ30131.1" "1883" "351" "1.03268e-40" "85" "17" "182"
"Q7SHY8" "ncr:NCU00664" "K12870" "pre-mRNA-splicing factor ISY1" "KXJ30131.1" "1883" "239" "1.49276e-37" "85" "24" "193"
"P0CO37" "cnb:CNBD2390" "K12870" "pre-mRNA-splicing factor ISY1" "KXJ30131.1" "1883" "348" "5.63597e-37" "75" "22" "183"
"Q51LS1" "mgr:MGG_02820" "K12870" "pre-mRNA-splicing factor ISY1" "KXJ30131.1" "1883" "246" "1.32733e-36" "101" "52" "272"
"Q5B423" "ani:AN4707.2" "K12870" "pre-mRNA-splicing factor ISY1" "KXJ30131.1" "1883" "256" "8.077e-32" "82" "44" "207"
"Q6C9I7" "yli:YALI0D10901g" "K12870" "pre-mRNA-splicing factor ISY1" "KXJ30131.1" "1883" "220" "5.09073e-31" "68" "10" "176"
"Q53B90" "rno:500249" "K07930" "Ras-related protein Rab-43" "KXJ30112.1" "2142" "210" "1.11091e-68" "108" "4" "206"
"Q8CG50" "mmu:69834" "K07930" "Ras-related protein Rab-43" "KXJ30112.1" "2142" "210" "1.2728e-68" "108" "4" "206"
"Q86YS6" "hsa:339122" "K07930" "Ras-related protein Rab-43" "KXJ30112.1" "2142" "212" "4.80117e-67" "104" "1" "199"
"P28188" "ath:AT1G02130" "K07874" "Ras-related protein Rab-1A" "KXJ30112.1" "2142" "203" "2.0811e-61" "102" "1" "199"
"Q05737" "zma:542396" "K07874" "Ras-related protein Rab-1A" "KXJ30112.1" "2142" "203" "1.41566e-60" "100" "1" "199"
"Q28IZ3" "xtr:550000" "K17047" "Ras-related protein Rab-19" "KXJ30112.1" "2142" "213" "2.39761e-60" "94" "0" "171"
"P35294" "mmu:19331" "K17047" "Ras-related protein Rab-19" "KXJ30112.1" "2142" "217" "2.92756e-60" "94" "0" "171"
"Q3ZC27" "bta:506911" "K17047" "Ras-related protein Rab-19" "KXJ30112.1" "2142" "217" "4.76117e-60" "95" "0" "174"
"Q4R8X3" "mcf:101866876" "K07875" "Ras-related protein Rab-1B" "KXJ30112.1" "2142" "201" "8.29537e-60" "98" "1" "174"
"P62820" "hsa:5861" "K07874" "Ras-related protein Rab-1A" "KXJ30112.1" "2142" "205" "1.47092e-59" "100" "1" "198"
"Q9H1K0" "hsa:64145" "K12481" "rabenosyn-5" "KXJ30130.1" "2157" "784" "1.09194e-85" "187" "46" "508"
"Q80Y56" "mmu:78287" "K12481" "rabenosyn-5" "KXJ30130.1" "2157" "783" "1.19396e-84" "178" "45" "507"
"P32609" "sce:YDR323C" "K12481" "rabenosyn-5" "KXJ30130.1" "2157" "515" "3.0497e-16" "80" "79" "359"
"O13786" "spo:SPAC17G6.08" "K12481" "rabenosyn-5" "KXJ30130.1" "2157" "536" "9.9634e-10" "38" "2" "101"
"O88387" "rno:246174" "K05723" "FYVE, RhoGEF and PH domain containing 4" "KXJ30130.1" "2157" "766" "4.10302e-09" "26" "1" "41"
"Q91ZT5" "mmu:224014" "K05723" "FYVE, RhoGEF and PH domain containing 4" "KXJ30130.1" "2157" "766" "4.43245e-09" "26" "1" "41"
"Q96M96" "hsa:121512" "K05723" "FYVE, RhoGEF and PH domain containing 4" "KXJ30130.1" "2157" "766" "8.15094e-09" "26" "1" "41"
"Q8BY35" "mmu:26382" "K05721" "FYVE, RhoGEF and PH domain containing 2" "KXJ30130.1" "2157" "655" "3.23499e-08" "31" "10" "76"
"P06276" "hsa:590" "K01050" "cholinesterase [EC:3.1.1.8]" "KXJ30199.1" "4889" "602" "2.14832e-36" "109" "19" "325"
"P06276" "hsa:590" "K01050" "cholinesterase [EC:3.1.1.8]" "KXJ30199.1" "4889" "602" "8.80595e-20" "64" "20" "178"
"P32749" "bta:534616" "K01050" "cholinesterase [EC:3.1.1.8]" "KXJ30199.1" "4889" "602" "9.78341e-36" "109" "23" "327"
"P32749" "bta:534616" "K01050" "cholinesterase [EC:3.1.1.8]" "KXJ30199.1" "4889" "602" "4.85115e-19" "59" "17" "164"
"Q9DDE3" "dre:114549" "K01049" "acetylcholinesterase [EC:3.1.1.7]" "KXJ30199.1" "4889" "634" "5.52218e-34" "106" "49" "358"
"Q9DDE3" "dre:114549" "K01049" "acetylcholinesterase [EC:3.1.1.7]" "KXJ30199.1" "4889" "634" "1.74562e-13" "61" "16" "163"
"Q03311" "mmu:12038" "K01050" "cholinesterase [EC:3.1.1.8]" "KXJ30199.1" "4889" "603" "2.09587e-33" "104" "23" "326"
"Q03311" "mmu:12038" "K01050" "cholinesterase [EC:3.1.1.8]" "KXJ30199.1" "4889" "603" "1.02531e-20" "63" "17" "164"
"Q32PL1" "dre:560323" "K17550" "protein phosphatase 1 regulatory subunit 7" "KXJ30159.1" "3474" "345" "2.38209e-14" "68" "1" "228"
"Q32PL1" "dre:560323" "K17550" "protein phosphatase 1 regulatory subunit 7" "KXJ30159.1" "3474" "345" "9.6775e-08" "47" "23" "162"
"Q32PL1" "dre:560323" "K17550" "protein phosphatase 1 regulatory subunit 7" "KXJ30159.1" "3474" "345" "2.45401e-06" "34" "1" "98"
"G2K3G6" "lmt:LMRG_00126" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "2.65036e-13" "60" "1" "185"
"G2K3G6" "lmt:LMRG_00126" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "3.37206e-11" "63" "24" "204"
"G2K3G6" "lmt:LMRG_00126" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "1.64342e-09" "57" "2" "193"
"G2K3G6" "lmt:LMRG_00126" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "4.49035e-09" "55" "2" "180"
"Q723K6" "lmf:LMOf2365_0471" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "3.03826e-13" "60" "1" "185"
"Q723K6" "lmf:LMOf2365_0471" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "4.38566e-13" "59" "2" "188"
"Q723K6" "lmf:LMOf2365_0471" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "8.29075e-09" "56" "2" "193"
"Q723K6" "lmf:LMOf2365_0471" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "1.94275e-08" "54" "2" "180"
"P0DJM0" "lmo:lmo0433" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "3.1438e-13" "60" "1" "185"
"P0DJM0" "lmo:lmo0433" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "2.45967e-11" "64" "24" "204"
"P0DJM0" "lmo:lmo0433" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "9.34056e-09" "56" "2" "193"
"P0DJM0" "lmo:lmo0433" "K13730" "internalin A" "KXJ30159.1" "3474" "800" "2.80169e-08" "55" "5" "181"
"O95777" "hsa:51691" "K12627" "U6 snRNA-associated Sm-like protein LSm8" "KXJ30208.1" "1351" "96" "2.10481e-46" "73" "0" "96"
"Q8VYI0" "ath:AT1G65700" "K12627" "U6 snRNA-associated Sm-like protein LSm8" "KXJ30208.1" "1351" "98" "1.24272e-36" "64" "0" "94"
"Q1ZXD5" "ddi:DDB_G0288479" "K12627" "U6 snRNA-associated Sm-like protein LSm8" "KXJ30208.1" "1351" "94" "3.27332e-26" "45" "1" "92"
"O74483" "spo:SPCC1840.10" "K12627" "U6 snRNA-associated Sm-like protein LSm8" "KXJ30208.1" "1351" "94" "2.13941e-20" "39" "0" "93"
"Q945P8" "ath:AT1G19120" "K12620" "U6 snRNA-associated Sm-like protein LSm1" "KXJ30208.1" "1351" "128" "1.06369e-14" "37" "4" "83"
"Q8LFL8" "ath:AT3G14080" "K12620" "U6 snRNA-associated Sm-like protein LSm1" "KXJ30208.1" "1351" "128" "4.50012e-14" "34" "1" "76"
"Q54W83" "ddi:DDB_G0279837" "K12620" "U6 snRNA-associated Sm-like protein LSm1" "KXJ30208.1" "1351" "129" "1.48852e-10" "29" "1" "76"
"P87173" "spo:SPBC3D6.08c" "K12620" "U6 snRNA-associated Sm-like protein LSm1" "KXJ30208.1" "1351" "140" "2.97581e-09" "32" "3" "90"
"P47017" "sce:YJL124C" "K12620" "U6 snRNA-associated Sm-like protein LSm1" "KXJ30208.1" "1351" "172" "3.43769e-09" "27" "1" "69"
"Q5E9Z8" "bta:535447" "K12620" "U6 snRNA-associated Sm-like protein LSm1" "KXJ30208.1" "1351" "133" "1.14304e-06" "23" "1" "72"
"Q93075" "hsa:9797" "K03424" "TatD DNase family protein [EC:3.1.21.-]" "KXJ30099.1" "1432" "761" "5.14702e-62" "120" "11" "264"
"P57436" "buc:BU355" "K03424" "TatD DNase family protein [EC:3.1.21.-]" "KXJ30099.1" "1432" "264" "1.28854e-21" "77" "24" "238"
"Q89AG7" "bab:bbp_325" "K03424" "TatD DNase family protein [EC:3.1.21.-]" "KXJ30099.1" "1432" "265" "4.50319e-20" "75" "18" "224"
"B7LTZ5" "efe:EFER_3641" "K03424" "TatD DNase family protein [EC:3.1.21.-]" "KXJ30099.1" "1432" "260" "2.42108e-19" "58" "4" "160"
"Q0SZ31" "sfv:SFV_3659" "K03424" "TatD DNase family protein [EC:3.1.21.-]" "KXJ30099.1" "1432" "260" "2.71749e-19" "58" "4" "160"
"A8ACY8" "cko:CKO_00182" "K03424" "TatD DNase family protein [EC:3.1.21.-]" "KXJ30099.1" "1432" "260" "2.18376e-18" "65" "11" "192"
"P44718" "hin:HI0454" "K03424" "TatD DNase family protein [EC:3.1.21.-]" "KXJ30099.1" "1432" "260" "2.24745e-18" "70" "12" "221"
"P27859" "eco:b4483" "K03424" "TatD DNase family protein [EC:3.1.21.-]" "KXJ30099.1" "1432" "260" "2.24745e-18" "57" "4" "160"
"P27859" "ecj:JW5931" "K03424" "TatD DNase family protein [EC:3.1.21.-]" "KXJ30099.1" "1432" "260" "2.24745e-18" "57" "4" "160"
"Q8K9J1" "bas:BUsg_343" "K03424" "TatD DNase family protein [EC:3.1.21.-]" "KXJ30099.1" "1432" "264" "5.13067e-18" "70" "27" "231"
"Q9L6M2" "stm:STM3976" "K03424" "TatD DNase family protein [EC:3.1.21.-]" "KXJ30099.1" "1432" "260" "7.36438e-18" "62" "9" "184"
"A2VD83" "xla:100037186" "K00966" "mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]" "KXJ30222.1" "2308" "360" "0" "273" "0" "360"
"Q68EY9" "xla:447346" "K00966" "mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]" "KXJ30222.1" "2308" "360" "0" "271" "0" "360"
"Q68EQ1" "xtr:493267" "K00966" "mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]" "KXJ30222.1" "2308" "360" "0" "270" "0" "360"
"Q8BTZ7" "mmu:331026" "K00966" "mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]" "KXJ30222.1" "2308" "360" "3.94812e-179" "259" "0" "360"
"Q9Y5P6" "hsa:29925" "K00966" "mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]" "KXJ30222.1" "2308" "360" "1.16948e-178" "259" "0" "360"
"Q2YDJ9" "bta:514161" "K00966" "mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]" "KXJ30222.1" "2308" "360" "2.59941e-174" "254" "0" "360"
"Q7JZB4" "dme:Dmel_CG1129" "K00966" "mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]" "KXJ30222.1" "2308" "369" "1.40228e-171" "255" "1" "359"
"Q295Y7" "dpo:Dpse_GA10892" "K00966" "mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]" "KXJ30222.1" "2308" "371" "3.08197e-171" "252" "1" "359"
"P48052" "hsa:1358" "K01298" "carboxypeptidase A2 [EC:3.4.17.15]" "KXJ30231.1" "2877" "419" "1.13079e-99" "167" "12" "392"
"Q9UI42" "hsa:51200" "K08637" "carboxypeptidase A4 [EC:3.4.17.-]" "KXJ30231.1" "2877" "421" "6.8691e-98" "159" "11" "394"
"Q504N0" "mmu:232680" "K01298" "carboxypeptidase A2 [EC:3.4.17.15]" "KXJ30231.1" "2877" "417" "5.26566e-97" "168" "14" "409"
"Q6P8K8" "mmu:71791" "K08637" "carboxypeptidase A4 [EC:3.4.17.-]" "KXJ30231.1" "2877" "420" "4.80845e-90" "156" "10" "393"
"P00730" "bta:286762" "K08779" "carboxypeptidase A1 [EC:3.4.17.1]" "KXJ30231.1" "2877" "419" "4.90047e-89" "161" "16" "413"
"Q7TPZ8" "mmu:109697" "K08779" "carboxypeptidase A1 [EC:3.4.17.1]" "KXJ30231.1" "2877" "419" "5.96092e-84" "152" "40" "404"
"P15085" "hsa:1357" "K08779" "carboxypeptidase A1 [EC:3.4.17.1]" "KXJ30231.1" "2877" "419" "1.26362e-83" "152" "14" "391"
"P09954" "ssc:397476" "K08779" "carboxypeptidase A1 [EC:3.4.17.1]" "KXJ30231.1" "2877" "419" "1.40057e-83" "153" "16" "406"
"P00731" "rno:24269" "K08779" "carboxypeptidase A1 [EC:3.4.17.1]" "KXJ30231.1" "2877" "419" "6.61183e-82" "145" "14" "391"
"Q99315" "sce:YGR109W-B" "K07497" "putative transposase" "KXJ30228.1" "1656" "1547" "1.11466e-28" "119" "72" "544"
"Q7LHG5" "sce:YIL082W-A" "K07497" "putative transposase" "KXJ30228.1" "1656" "1498" "1.66659e-28" "119" "72" "544"
"A7S1L6" "nve:NEMVE_v1g205399" "K15279" "solute carrier family 35 (GDP-fucose transporter), member C1" "KXJ30193.1" "2911" "339" "0" "264" "2" "340"
"Q8BLX4" "mmu:228368" "K15279" "solute carrier family 35 (GDP-fucose transporter), member C1" "KXJ30193.1" "2911" "363" "2.69886e-133" "200" "1" "331"
"A6QM03" "bta:540413" "K15279" "solute carrier family 35 (GDP-fucose transporter), member C1" "KXJ30193.1" "2911" "364" "1.14229e-127" "206" "3" "338"
"Q96A29" "hsa:55343" "K15279" "solute carrier family 35 (GDP-fucose transporter), member C1" "KXJ30193.1" "2911" "364" "8.64617e-122" "201" "1" "331"
"A9UUB8" "mbr:MONBRDRAFT_18313" "K15279" "solute carrier family 35 (GDP-fucose transporter), member C1" "KXJ30193.1" "2911" "333" "1.21869e-119" "180" "4" "325"
"Q968A5" "cel:CELE_C50F4.14" "K15279" "solute carrier family 35 (GDP-fucose transporter), member C1" "KXJ30193.1" "2911" "363" "2.52912e-118" "192" "7" "355"
"Q9VHT4" "dme:Dmel_CG9620" "K15279" "solute carrier family 35 (GDP-fucose transporter), member C1" "KXJ30193.1" "2911" "337" "4.23786e-98" "159" "1" "330"
"Q550W6" "ddi:DDB_G0277007" "K15279" "solute carrier family 35 (GDP-fucose transporter), member C1" "KXJ30193.1" "2911" "368" "5.08125e-72" "137" "5" "306"
"Q9UUI8" "spo:SPAC22F8.04" "K15279" "solute carrier family 35 (GDP-fucose transporter), member C1" "KXJ30193.1" "2911" "383" "5.66642e-15" "71" "17" "280"
"P53568" "mmu:12611" "K10049" "CCAAT/enhancer binding protein (C/EBP), gamma" "KXJ30181.1" "1809" "150" "1.2375e-13" "41" "8" "90"
"P26801" "rno:25301" "K10049" "CCAAT/enhancer binding protein (C/EBP), gamma" "KXJ30181.1" "1809" "150" "2.70444e-13" "37" "4" "72"
"P53567" "hsa:1054" "K10049" "CCAAT/enhancer binding protein (C/EBP), gamma" "KXJ30181.1" "1809" "150" "2.83814e-13" "37" "4" "72"
"Q3T0B9" "bta:617530" "K10049" "CCAAT/enhancer binding protein (C/EBP), gamma" "KXJ30181.1" "1809" "149" "3.17204e-13" "37" "4" "72"
"Q15744" "hsa:1053" "K10051" "CCAAT/enhancer binding protein (C/EBP), epsilon" "KXJ30181.1" "1809" "281" "5.5751e-12" "46" "21" "109"
"P56261" "rno:25410" "K10051" "CCAAT/enhancer binding protein (C/EBP), epsilon" "KXJ30181.1" "1809" "281" "2.11237e-11" "36" "0" "59"
"Q6PZD9" "mmu:110794" "K10051" "CCAAT/enhancer binding protein (C/EBP), epsilon" "KXJ30181.1" "1809" "281" "3.38368e-11" "36" "0" "59"
"P49715" "hsa:1050" "K09055" "CCAAT/enhancer binding protein (C/EBP), alpha" "KXJ30181.1" "1809" "358" "1.13979e-10" "35" "0" "59"
"P05554" "rno:24252" "K09055" "CCAAT/enhancer binding protein (C/EBP), alpha" "KXJ30181.1" "1809" "358" "1.46575e-10" "35" "0" "59"
"Q9SL56" "ath:AT2G13100" "K13783" "MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2" "KXJ30201.1" "3334" "493" "3.96221e-33" "129" "57" "458"
"Q7SY29" "dre:406287" "K13783" "MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2" "KXJ30201.1" "3334" "494" "2.74543e-30" "95" "36" "337"
"Q17QZ3" "bta:506910" "K03447" "MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 3" "KXJ30201.1" "3334" "495" "1.65807e-29" "113" "46" "377"
"Q58CV5" "bta:506687" "K13783" "MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2" "KXJ30201.1" "3334" "491" "1.2815e-28" "99" "39" "338"
"Q9WU81" "mmu:56857" "K13783" "MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2" "KXJ30201.1" "3334" "501" "3.13034e-28" "100" "39" "338"
"Q9C5L3" "ath:AT3G47420" "K13783" "MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2" "KXJ30201.1" "3334" "523" "8.21191e-28" "126" "66" "474"
"Q640L2" "xla:398284" "K03447" "MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 3" "KXJ30201.1" "3334" "503" "1.75523e-27" "113" "50" "402"
"Q8NCC5" "hsa:84255" "K03447" "MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 3" "KXJ30201.1" "3334" "494" "2.14442e-27" "111" "44" "376"
"Q91ZE0" "mmu:192289" "K00474" "trimethyllysine dioxygenase [EC:1.14.11.8]" "KXJ30178.1" "3214" "421" "1.28496e-47" "109" "33" "377"
"Q0VC74" "bta:535630" "K00474" "trimethyllysine dioxygenase [EC:1.14.11.8]" "KXJ30178.1" "3214" "421" "1.33478e-47" "107" "22" "374"
"Q9NVH6" "hsa:55217" "K00474" "trimethyllysine dioxygenase [EC:1.14.11.8]" "KXJ30178.1" "3214" "421" "1.0701e-46" "107" "23" "358"
